no,장소(영문),장소(한글),Scenario,순서,화자,내용,TTS,발음,영어,
1422,billiard,당구장,3. Game Types,1,Customer,여기 게임 종류가 뭐가 있어요?,여기 게임 종류가 뭐가 있어요?,yeo-gi ge-im jong-nyu-ga mwo-ga i-sseo-yo?,What types of games are there here?,
1423,billiard,당구장,3. Game Types,2,Staff,포켓볼이랑 사구 그리고 쓰리쿠션이 있어요.,포켓볼이랑 사구 그리고 쓰리쿠션이 있어요.,po-ket-ppo-ri-rang sa-gu geu-ri-go sseu-ri-ku-syeo-ni i-sseo-yo.,"There are pocket balls, four-balls, and three-cushion balls.",
1424,billiard,당구장,3. Game Types,3,Customer,차이가 뭐예요?,차이가 뭐예요?,cha-i-ga mwo-ye-yo?,What's the difference?,
1425,billiard,당구장,3. Game Types,4,Staff,포켓볼은 공을 구멍에 넣는 거예요.,포켓볼은 공을 구멍에 넣는 거예요.,po-ket-ppo-reun gong-eul gu-meong-e neo-neun geo-ye-yo.,Pocket ball is about putting the ball into a hole.,
1426,billiard,당구장,3. Game Types,5,Customer,쓰리쿠션은 어떻게 해요?,쓰리쿠션은 어떻게 해요?,sseu-ri-ku-syeo-neun eo-tteo-ke hae-yo?,How about three cushions?,
1427,billiard,당구장,3. Game Types,6,Staff,"빨간 공을 연속으로 맞추는데, 마지막 빨간 공을 맞추기 전에 벽을 3번 이상 맞춰야 돼요.","빨간 공을 연속으로 맞추는데, 마지막 빨간 공을 맞추기 전에 벽을 3번 이상 맞춰야 돼요.","ppal-gan gong-eul yeon-so-geu-ro mat-chu-neun-de, ma-ji-mak ppal-gan gong-eul mat-chu-gi jeo-ne byeo-geul 3beon i-sang mat-chwo-ya dwae-yo.","You have to hit the red balls in a row, but you have to hit the wall at least 3 times before hitting the last red ball.",
1428,billiard,당구장,3. Game Types,7,Customer,많이 어려워요?,많이 어려워요?,ma-ni eo-ryeo-wo-yo?,Is it very difficult?,
1429,billiard,당구장,3. Game Types,8,Staff,"네, 숙련이 좀 필요해요.","네, 숙련이 좀 필요해요.","ne, sung-nyeo-ni jom pi-ryo-hae-yo.","Yes, it takes some skill.",
1430,billiard,당구장,3. Game Types,9,Customer,그럼 포켓볼로 할게요.,그럼 포켓볼로 할게요.,geu-reom po-ket-ppol-lo hal-ge-yo.,Then I'll do pocket ball.,
1431,billiard,당구장,3. Game Types,10,Staff,"네, 알겠습니다.","네, 알겠습니다.","ne, al-get-sseum-ni-da.",All right.,
1432,billiard,당구장,4. Drinks/Snacks,1,Customer,음료 있어요?,음료 있어요?,eum-nyo i-sseo-yo?,Do you have any drinks?,
1433,billiard,당구장,4. Drinks/Snacks,2,Staff,"네, 냉장고에서 직접 가져가시면 돼요.","네, 냉장고에서 직접 가져가시면 돼요.","ne, naeng-jang-go-e-seo jik-jjeop ga-jyeo-ga-si-myeon dwae-yo.","Yes, you can take it directly from the refrigerator.",
1434,billiard,당구장,4. Drinks/Snacks,3,Customer,맥주도 있어요?,맥주도 있어요?,maek-jju-do i-sseo-yo?,Do you have beer too?,
1435,billiard,당구장,4. Drinks/Snacks,4,Staff,"네, 맥주는 5천 원이에요.","네, 맥주는 5천 원이에요.","ne, maek-jju-neun 5cheon wo-ni-e-yo.","Yes, beer is 5,000 won.",
1436,billiard,당구장,4. Drinks/Snacks,5,Customer,안주도 팔아요?,안주도 팔아요?,an-ju-do pa-ra-yo?,Do you also sell side dishes?,
1437,billiard,당구장,4. Drinks/Snacks,6,Staff,오징어랑 땅콩 있어요.,오징어랑 땅콩 있어요.,o-jing-eo-rang ttang-kong i-sseo-yo.,There's squid and peanuts.,
1438,billiard,당구장,4. Drinks/Snacks,7,Customer,라면은요?,라면은요?,ra-myeo-neu-nyo?,How about ramen?,
1439,billiard,당구장,4. Drinks/Snacks,8,Staff,라면은 3천 원이에요.,라면은 3천 원이에요.,ra-myeo-neun 3cheon wo-ni-e-yo.,"Ramen is 3,000 won.",
1440,billiard,당구장,4. Drinks/Snacks,9,Customer,테이블로 가져가도 돼요?,테이블로 가져가도 돼요?,te-i-beul-lo ga-jyeo-ga-do dwae-yo?,Can I take it to the table?,
1441,billiard,당구장,4. Drinks/Snacks,10,Staff,"네, 가져가셔도 돼요.","네, 가져가셔도 돼요.","ne, ga-jyeo-ga-syeo-do dwae-yo.","Yes, you can take it.",
1442,billiard,당구장,5. Lessons,1,Customer,여기 당구 레슨도 해요?,여기 당구 레슨도 해요?,yeo-gi dang-gu re-seun-do hae-yo?,Do you also offer billiards lessons here?,
1443,billiard,당구장,5. Lessons,2,Staff,"네, 관장님께 배우실 수 있어요.","네, 관장님께 배우실 수 있어요.","ne, gwan-jang-nim-kke bae-u-sil su i-sseo-yo.","Yes, you can learn from the manager.",
1444,billiard,당구장,5. Lessons,3,Customer,레슨비가 얼마예요?,레슨비가 얼마예요?,re-seun-bi-ga eol-ma-ye-yo?,How much is the lesson fee?,
1445,billiard,당구장,5. Lessons,4,Staff,한시간에 5만원이에요.,한시간에 5만원이에요.,han-si-ga-ne 5ma-nwo-ni-e-yo.,"It's 50,000 won per hour.",
1446,billiard,당구장,5. Lessons,5,Customer,초보자도 배울 수 있어요?,초보자도 배울 수 있어요?,cho-bo-ja-do bae-ul su i-sseo-yo?,Can even beginners learn?,
1447,billiard,당구장,5. Lessons,6,Staff,"그럼요, 기초부터 차근차근 가르쳐드려요.","그럼요, 기초부터 차근차근 가르쳐드려요.","geu-reo-myo, gi-cho-bu-teo cha-geun-cha-geun ga-reu-chyeo-deu-ryeo-yo.","Of course, I will teach you step by step from the basics.",
1448,billiard,당구장,5. Lessons,7,Customer,예약해야 해요?,예약해야 해요?,ye-ya-kae-ya hae-yo?,Do I need to make a reservation?,
1449,billiard,당구장,5. Lessons,8,Staff,"네, 미리 예약해주셔야 해요.","네, 미리 예약해주셔야 해요.","ne, mi-ri ye-ya-kae-ju-syeo-ya hae-yo.","Yes, you must make a reservation in advance.",
1450,billiard,당구장,5. Lessons,9,Customer,"전화번호 알려주시면, 연락드릴거예요.","전화번호 알려주시면, 연락드릴거예요.","jeon-hwa-beon-ho al-lyeo-ju-si-myeon, yeol-lak-tteu-ril-geo-ye-yo.","If you give me your phone number, I will contact you.",
1451,billiard,당구장,5. Lessons,10,Staff,명함 드릴게요.,명함 드릴게요.,myeong-ham deu-ril-ge-yo.,I'll give you my business card.,
1452,billiard,당구장,6. Time Check,1,Staff,손님 한시간 지났는데 연장하실 거예요?,손님 한시간 지났는데 연장하실 거예요?,son-nim han-si-gan ji-nan-neun-de yeon-jang-ha-sil geo-ye-yo?,"Sir, it's been an hour. Will you extend it?",
1453,billiard,당구장,6. Time Check,2,Customer,"네, 더 할게요.","네, 더 할게요.","ne, deo hal-ge-yo.","Yes, I will do more.",
1454,billiard,당구장,6. Time Check,3,Staff,몇 시간 더 하실 거예요?,몇 시간 더 하실 거예요?,myeot si-gan deo ha-sil geo-ye-yo?,How many more hours will you do?,
1455,billiard,당구장,6. Time Check,4,Customer,한시간만 더 할게요.,한시간만 더 할게요.,han-si-gan-man deo hal-ge-yo.,I'll just do it for one more hour.,
1456,billiard,당구장,6. Time Check,5,Staff,"네, 알겠습니다..","네, 알겠습니다..","ne, al-get-sseum-ni-da..",All right..,
1457,billiard,당구장,6. Time Check,6,Customer,여기 몇 시까지 해요?,여기 몇 시까지 해요?,yeo-gi myeot si-kka-ji hae-yo?,What time do you work here until?,
1458,billiard,당구장,6. Time Check,7,Staff,새벽 두시까지 영업해요.,새벽 두시까지 영업해요.,sae-byeok du-si-kka-ji yeong-eo-pae-yo.,We're open until 2 a.m.,
1459,billiard,당구장,6. Time Check,8,Customer,아 그렇군요. 알겠어요.,아 그렇군요. 알겠어요.,a geu-reo-ku-nyo. al-ge-sseo-yo.,"Oh, I see. I understand.",
1460,billiard,당구장,6. Time Check,9,Staff,천천히 즐기세요.,천천히 즐기세요.,cheon-cheon-hi jeul-gi-se-yo.,Take your time and enjoy.,
1461,billiard,당구장,6. Time Check,10,Customer,"네, 감사해요.","네, 감사해요.","ne, gam-sa-hae-yo.","Yes, thank you.",
1462,billiard,당구장,7. Groups/Reservations,1,Customer,단체로 예약하려고 하는데요.,단체로 예약하려고 하는데요.,dan-che-ro ye-ya-ka-ryeo-go ha-neun-de-yo.,I'd like to make a group reservation.,
1463,billiard,당구장,7. Groups/Reservations,2,Staff,"네, 몇 분이세요?","네, 몇 분이세요?","ne, myeot bu-ni-se-yo?","Yes, how many minutes?",
1464,billiard,당구장,7. Groups/Reservations,3,Customer,여덟명이요.,여덟명이요.,yeo-deol-myeong-i-yo.,Eight people.,
1465,billiard,당구장,7. Groups/Reservations,4,Staff,그러면 테이블 2개 잡아드릴게요.,그러면 테이블 두개 잡아드릴게요.,geu-reo-myeon te-i-beul du-gae ja-ba-deu-ril-ge-yo.,Then I'll grab two tables.,
1466,billiard,당구장,7. Groups/Reservations,5,Customer,언제로 예약하면 돼요?,언제로 예약하면 돼요?,eon-je-ro ye-ya-ka-myeon dwae-yo?,When should I make a reservation?,
1467,billiard,당구장,7. Groups/Reservations,6,Staff,날짜랑 시간 말씀해주세요.,날짜랑 시간 말씀해주세요.,nal-jja-rang si-gan mal-sseum-hae-ju-se-yo.,Please tell me the date and time.,
1468,billiard,당구장,7. Groups/Reservations,7,Customer,토요일 저녁으로 할게요.,토요일 저녁으로 할게요.,to-yo-il jeo-nyeo-geu-ro hal-ge-yo.,I'll do it on Saturday evening.,
1469,billiard,당구장,7. Groups/Reservations,8,Staff,저녁 여섯시 괜찮으세요?,저녁 여섯시 괜찮으세요?,jeo-nyeok yeo-seot-ssi gwaen-cha-neu-se-yo?,Is six o'clock okay for you?,
1470,billiard,당구장,7. Groups/Reservations,9,Customer,"네, 좋아요.","네, 좋아요.","ne, jo-a-yo.","Yes, I like it.",
1471,billiard,당구장,7. Groups/Reservations,10,Staff,예약 완료됐습니다.,예약 완료됐습니다.,ye-yak wal-lyo-dwaet-sseum-ni-da.,Your reservation has been completed.,
1472,billiard,당구장,8. Tournaments/League,1,Customer,여기 당구 대회도 열려요?,여기 당구 대회도 열려요?,yeo-gi dang-gu dae-hoe-do yeol-lyeo-yo?,Are there billiard tournaments here too?,
1473,billiard,당구장,8. Tournaments/League,2,Staff,"네, 매달 월례 대회가 있어요.","네, 매달 월례 대회가 있어요.","ne, mae-dal wol-lye dae-hoe-ga i-sseo-yo.","Yes, we have monthly competitions.",
1474,billiard,당구장,8. Tournaments/League,3,Customer,참가비가 얼마예요?,참가비가 얼마예요?,cham-ga-bi-ga eol-ma-ye-yo?,How much is the participation fee?,
1475,billiard,당구장,8. Tournaments/League,4,Staff,3만원이에요.,3만원이에요.,3ma-nwo-ni-e-yo.,"It's 30,000 won.",
1476,billiard,당구장,8. Tournaments/League,5,Customer,상품이 뭐예요?,상품이 뭐예요?,sang-pu-mi mwo-ye-yo?,What is the product?,
1477,billiard,당구장,8. Tournaments/League,6,Staff,상금이랑 당구용품을 드려요.,상금이랑 당구용품을 드려요.,sang-geu-mi-rang dang-gu-yong-pu-meul deu-ryeo-yo.,We will give you prize money and billiard supplies.,
1478,billiard,당구장,8. Tournaments/League,7,Customer,실력 제한이 있어요?,실력 제한이 있어요?,sil-lyeok je-ha-ni i-sseo-yo?,Are there any skill limits?,
1479,billiard,당구장,8. Tournaments/League,8,Staff,급수별로 나눠서 진행해요.,급수별로 나눠서 진행해요.,geup-ssu-byeol-lo na-nwo-seo jin-haeng-hae-yo.,Let's proceed by dividing it by level.,
1480,billiard,당구장,8. Tournaments/League,9,Customer,신청은 어떻게 해요?,신청은 어떻게 해요?,sin-cheong-eun eo-tteo-ke hae-yo?,How do I apply?,
1481,billiard,당구장,8. Tournaments/League,10,Staff,카운터에서 신청하시면 돼요.,카운터에서 신청하시면 돼요.,ka-un-teo-e-seo sin-cheong-ha-si-myeon dwae-yo.,You can apply at the counter.,
1482,billiard,당구장,9. Membership,1,Staff,회원 가입하시면 할인 받으실 수 있어요.,회원 가입하시면 할인 받으실 수 있어요.,hoe-won ga-i-pa-si-myeon ha-rin ba-deu-sil su i-sseo-yo.,You can get a discount if you sign up as a member.,
1483,billiard,당구장,9. Membership,2,Customer,혜택이 뭐예요?,혜택이 뭐예요?,hye-tae-gi mwo-ye-yo?,What are the benefits?,
1484,billiard,당구장,9. Membership,3,Staff,시간당 2천 원 할인이에요.,시간당 2천 원 할인이에요.,si-gan-dang 2cheon won ha-ri-ni-e-yo.,"It's a 2,000 won discount per hour.",
1485,billiard,당구장,9. Membership,4,Customer,가입비가 있어요?,가입비가 있어요?,ga-ip-ppi-ga i-sseo-yo?,Is there a membership fee?,
1486,billiard,당구장,9. Membership,5,Staff,"네, 3만원이에요.","네, 3만원이에요.","ne, 3ma-nwo-ni-e-yo.","Yes, it's 30,000 won.",
1487,billiard,당구장,9. Membership,6,Customer,유효기간은 얼마예요?,유효기간은 얼마예요?,yu-hyo-gi-ga-neun eol-ma-ye-yo?,How long is the validity period?,
1488,billiard,당구장,9. Membership,7,Staff,1년이에요.,1년이에요.,1nyeo-ni-e-yo.,It's been a year.,
1489,billiard,당구장,9. Membership,8,Customer,자주 오면 이득이겠네요.,자주 오면 이득이겠네요.,ja-ju o-myeon i-deu-gi-gen-ne-yo.,It would be beneficial to come often.,
1490,billiard,당구장,9. Membership,9,Staff,"네, 자주 오시는 분들은 많이 가입하세요.","네, 자주 오시는 분들은 많이 가입하세요.","ne, ja-ju o-si-neun bun-deu-reun ma-ni ga-i-pa-se-yo.","Yes, if you are a frequent visitor, please sign up.",
1491,billiard,당구장,9. Membership,10,Customer,그럼 가입할게요.,그럼 가입할게요.,geu-reom ga-i-pal-ge-yo.,Then I'll sign up.,
1492,billiard,당구장,10. Payment,1,Customer,계산할게요.,계산할게요.,gye-san-hal-ge-yo.,I'll calculate it.,
1493,billiard,당구장,10. Payment,2,Staff,몇 번 테이블이셨어요?,몇 번 테이블이셨어요?,myeot beon te-i-beu-ri-syeo-sseo-yo?,What table were you at?,
1494,billiard,당구장,10. Payment,3,Customer,5번 테이블이요.,5번 테이블이요.,5beon te-i-beu-ri-yo.,It's table number 5.,
1495,billiard,당구장,10. Payment,4,Staff,두시간에 음료 포함해서 2만원이에요.,두시간에 음료 포함해서 2만원이에요.,du-si-ga-ne eum-nyo po-ham-hae-seo 2ma-nwo-ni-e-yo.,"It's 20,000 won for two hours, including drinks.",
1496,billiard,당구장,10. Payment,5,Customer,현금으로 할게요.,현금으로 할게요.,hyeon-geu-meu-ro hal-ge-yo.,I'll pay in cash.,
1497,billiard,당구장,10. Payment,6,Staff,"네, 영수증 필요하세요?","네, 영수증 필요하세요?","ne, yeong-su-jeung pi-ryo-ha-se-yo?","Yes, do you need a receipt?",
1498,billiard,당구장,10. Payment,7,Customer,"아니요, 괜찮아요.","아니요, 괜찮아요.","a-ni-yo, gwaen-cha-na-yo.","No, it's okay.",
1499,billiard,당구장,10. Payment,8,Staff,감사합니다. 재미있게 치셨어요?,감사합니다. 재미있게 치셨어요?,gam-sa-ham-ni-da. jae-mi-it-kke chi-syeo-sseo-yo?,Thank you. Did you have fun?,
1500,billiard,당구장,10. Payment,9,Customer,"네, 재밌었어요. 또 올게요.","네, 재밌었어요. 또 올게요.","ne, jae-mi-sseo-sseo-yo. tto ol-ge-yo.","Yes, it was fun. I'll come again.",
1501,billiard,당구장,10. Payment,10,Staff,"네, 또 오세요!","네, 또 오세요!","ne, tto o-se-yo!","Yes, come again!",
1502,boardgamecafe,보드게임카페,1. Entry/Seating,1,Customer,안녕하세요. 자리 있어요?,안녕하세요. 자리 있어요?,an-nyeong-ha-se-yo. ja-ri i-sseo-yo?,Hello. Do you have any seats available?,
1503,boardgamecafe,보드게임카페,1. Entry/Seating,2,Staff,네 안녕하세요. 몇 분이세요?,네 안녕하세요. 몇 분이세요?,ne an-nyeong-ha-se-yo. myeot bu-ni-se-yo?,"Yes, hello. How many people are there?",
1504,boardgamecafe,보드게임카페,1. Entry/Seating,3,Customer,네명이요.,네명이요.,ne-myeong-i-yo.,Four people.,
1505,boardgamecafe,보드게임카페,1. Entry/Seating,4,Staff,이쪽 테이블로 안내해드릴게요.,이쪽 테이블로 안내해드릴게요.,i-jjok te-i-beul-lo an-nae-hae-deu-ril-ge-yo.,I'll guide you to this table.,
1506,boardgamecafe,보드게임카페,1. Entry/Seating,5,Customer,요금이 어떻게 돼요?,요금이 어떻게 돼요?,yo-geu-mi eo-tteo-ke dwae-yo?,How much does it cost?,
1507,boardgamecafe,보드게임카페,1. Entry/Seating,6,Staff,시간제로 운영해요. 1인당 시간당 3000원이에요.,시간제로 운영해요. 1인당 시간당 삼천원이에요.,si-gan-je-ro u-nyeong-hae-yo. 1in-dang si-gan-dang sam-cheo-nwo-ni-e-yo.,"We operate on an hourly basis. It costs 3,000 won per hour per person.",
1508,boardgamecafe,보드게임카페,1. Entry/Seating,7,Customer,음료도 따로 주문해야 해요?,음료도 따로 주문해야 해요?,eum-nyo-do tta-ro ju-mun-hae-ya hae-yo?,Do I need to order drinks separately?,
1509,boardgamecafe,보드게임카페,1. Entry/Seating,8,Staff,기본 요금에 음료 1잔이 포함되어 있어요.,기본 요금에 음료 한잔이 포함되어 있어요.,gi-bon yo-geu-me eum-nyo han-ja-ni po-ham-doe-eo i-sseo-yo.,One drink is included in the basic rate.,
1510,boardgamecafe,보드게임카페,1. Entry/Seating,9,Customer,어떤 음료가 포함돼요?,어떤 음료가 포함돼요?,eo-tteon eum-nyo-ga po-ham-dwae-yo?,What drinks are included?,
1511,boardgamecafe,보드게임카페,1. Entry/Seating,10,Staff,아메리카노나 콜라 같은 기본 음료 중에서 선택하실 수 있어요.,아메리카노나 콜라 같은 기본 음료 중에서 선택하실 수 있어요.,a-me-ri-ka-no-na kol-la ga-teun gi-bon eum-nyo jung-e-seo seon-tae-ka-sil su i-sseo-yo.,You can choose from basic drinks such as Americano or Coke.,
1512,boardgamecafe,보드게임카페,2. Game Recommendations,1,Customer,저희가 보드게임을 처음 해보는데 추천해주세요.,저희가 보드게임을 처음 해보는데 추천해주세요.,jeo-hui-ga bo-deu-ge-i-meul cheo-eum hae-bo-neun-de chu-cheon-hae-ju-se-yo.,"We're new to board games, can you recommend some?",
1513,boardgamecafe,보드게임카페,2. Game Recommendations,2,Staff,몇 명이서 하실 거예요?,몇 명이서 하실 거예요?,myeot myeong-i-seo ha-sil geo-ye-yo?,How many people will be doing it?,
1514,boardgamecafe,보드게임카페,2. Game Recommendations,3,Customer,네명이요.,네명이요.,ne-myeong-i-yo.,Four people.,
1515,boardgamecafe,보드게임카페,2. Game Recommendations,4,Staff,카탄 어떠세요? 네명이서 하기 좋은 게임이에요.,카탄 어떠세요? 네명이서 하기 좋은 게임이에요.,ka-tan eo-tteo-se-yo? ne-myeong-i-seo ha-gi jo-eun ge-i-mi-e-yo.,How about Catan? It's a great game for four people.,
1516,boardgamecafe,보드게임카페,2. Game Recommendations,5,Customer,어려워요? 처음이라서요.,어려워요? 처음이라서요.,eo-ryeo-wo-yo? cheo-eu-mi-ra-seo-yo.,Is it difficult? Because it's my first time.,
1517,boardgamecafe,보드게임카페,2. Game Recommendations,6,Staff,난이도는 중간이에요. 규칙은 제가 설명해드릴게요.,난이도는 중간이에요. 규칙은 제가 설명해드릴게요.,na-ni-do-neun jung-ga-ni-e-yo. gyu-chi-geun je-ga seol-myeong-hae-deu-ril-ge-yo.,The difficulty level is medium. I'll explain the rules.,
1518,boardgamecafe,보드게임카페,2. Game Recommendations,7,Customer,시간이 얼마나 걸려요?,시간이 얼마나 걸려요?,si-ga-ni eol-ma-na geol-lyeo-yo?,How long does it take?,
